Bestandeseinheit,Baumart,Baumnummer,D_1984,Aus_1984,H_1984,D_1995,Aus_1995,H_1995,D_2006,Aus_2006,H_2006,D_2013,Aus_2013,H_2013
2,Ofi,291,8.5,NA,NA,14.5,NA,NA,16.5,7,NA,NA,NA,NA
2,Ofi,292,15.5,NA,NA,21.8,NA,NA,27.6,1,20.6,NA,NA,NA
2,Ofi,293,9.4,NA,9.0,13.1,NA,13.0,15.5,7,NA,NA,NA,NA
2,Ofi,294,6.2,NA,NA,6.4,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,295,6.6,NA,NA,6.8,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,296,10.4,NA,NA,14.6,NA,NA,17.0,1,NA,NA,NA,NA
2,Ofi,297,9.6,NA,NA,12.9,NA,NA,13.9,1,NA,NA,NA,NA
2,Ofi,298,10.8,NA,NA,11.1,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,299,9.5,NA,NA,13.1,NA,NA,14.4,1,NA,NA,NA,NA
2,Ofi,300,11.4,NA,NA,14.6,NA,NA,16.2,NA,NA,17.4,NA,NA
1,Dgl,301,14.1,NA,NA,23.0,NA,19.0,39.3,NA,NA,49.5,NA,31.7
2,Ofi,302,14.4,NA,NA,20.0,NA,NA,22.0,NA,NA,24.1,NA,NA
2,Ofi,303,13.4,NA,NA,17.9,NA,NA,22.6,NA,NA,23.4,NA,NA
2,Ofi,304,12.2,NA,NA,17.6,NA,NA,19.0,7,NA,NA,NA,NA
2,Ofi,305,10.4,NA,NA,12.3,NA,NA,14.5,7,NA,NA,NA,NA
2,Ofi,306,13.0,NA,NA,17.5,NA,NA,22.8,NA,NA,23.7,NA,NA
2,Ofi,307,13.2,NA,NA,17.1,NA,NA,19.5,7,NA,NA,NA,NA
2,Ofi,308,13.2,NA,NA,16.8,NA,NA,18.6,NA,NA,19.9,NA,NA
2,Ofi,309,11.8,NA,NA,14.9,NA,NA,17.0,1,NA,NA,NA,NA
2,Ofi,310,12.5,NA,NA,17.5,NA,NA,20.5,7,NA,NA,NA,NA
2,Ofi,311,5.0,NA,NA,5.4,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,312,12.7,NA,NA,17.9,NA,NA,21.5,NA,NA,24.0,NA,23.0
2,Ofi,313,5.1,NA,NA,6.4,7,NA,NA,NA,NA,NA,NA,NA
2,Ofi,314,10.2,NA,NA,15.6,NA,NA,19.7,1,21.1,NA,NA,NA
2,Ofi,315,11.9,NA,NA,17.4,NA,NA,19.3,1,NA,NA,NA,NA
2,Ofi,316,9.1,NA,NA,9.4,4,NA,NA,NA,NA,NA,NA,NA
2,Ofi,317,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ofi,318,10.4,NA,9.5,10.8,5,NA,NA,NA,NA,NA,NA,NA
2,Ofi,319,9.4,NA,NA,14.5,NA,15.0,17.5,7,19.9,NA,NA,NA
2,Ofi,320,9.9,NA,NA,12.6,NA,12.5,14.5,7,NA,NA,NA,NA
2,Ofi,321,11.3,NA,9.5,16.5,NA,16.0,19.5,NA,NA,21.4,NA,NA
2,Ofi,322,11.2,NA,9.5,15.1,NA,15.7,17.5,1,NA,NA,NA,NA
2,Ofi,323,9.8,NA,NA,13.7,NA,NA,16.0,7,17.6,NA,NA,NA
2,Ofi,324,11.6,NA,NA,16.2,NA,NA,19.0,7,NA,NA,NA,NA
2,Ofi,325,9.5,NA,NA,12.2,7,13.0,NA,NA,NA,NA,NA,NA
2,Ofi,326,8.4,NA,9.0,10.6,NA,NA,15.0,7,NA,NA,NA,NA
2,Ofi,327,8.5,NA,NA,9.7,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,328,10.0,NA,NA,14.0,NA,NA,17.5,NA,NA,21.2,NA,21.0
2,Ofi,329,12.0,NA,10.0,18.3,NA,15.5,22.9,NA,20.3,25.9,NA,22.5
2,Ofi,330,9.4,NA,9.0,12.9,NA,14.0,15.0,7,NA,NA,NA,NA
2,Ofi,331,12.0,NA,NA,15.9,NA,NA,17.5,7,NA,NA,NA,NA
2,Ofi,332,8.3,NA,NA,9.2,4,NA,NA,NA,NA,NA,NA,NA
2,Ofi,333,7.9,NA,NA,11.5,NA,NA,15.5,7,NA,NA,NA,NA
2,Ofi,334,10.1,NA,NA,13.6,NA,NA,16.5,7,NA,NA,NA,NA
2,Ofi,335,11.0,NA,NA,14.9,NA,14.7,15.7,NA,NA,16.8,NA,NA
2,Ofi,336,7.8,NA,NA,8.7,6,NA,NA,NA,NA,NA,NA,NA
2,Ofi,337,10.3,NA,NA,13.2,NA,NA,15.3,NA,NA,16.8,NA,NA
2,Ofi,338,12.4,NA,NA,14.5,NA,NA,17.5,7,NA,NA,NA,NA
2,Ofi,339,8.9,NA,NA,11.9,NA,NA,12.7,NA,NA,13.5,NA,NA
2,Ofi,340,12.0,NA,NA,16.8,NA,NA,19.9,NA,NA,22.0,NA,22.9
2,Ofi,341,9.3,NA,NA,13.1,NA,NA,16.1,NA,NA,17.6,NA,22.1
2,Ofi,342,10.2,NA,NA,13.3,NA,NA,16.5,7,NA,NA,NA,NA
2,Ofi,343,12.0,NA,NA,17.1,NA,NA,18.8,NA,NA,21.2,NA,NA
2,Ofi,344,9.5,NA,NA,15.3,NA,14.5,19.3,NA,NA,21.0,NA,NA
2,Ofi,345,10.2,NA,NA,14.2,NA,NA,17.2,NA,NA,19.4,NA,NA
2,Ofi,346,12.4,NA,NA,16.2,NA,13.5,18.8,NA,NA,20.7,NA,20.3
2,Ofi,347,13.5,NA,NA,18.1,NA,NA,22.3,NA,20.1,26.0,NA,22.0
2,Ofi,348,7.8,NA,9.0,11.1,NA,13.5,14.5,7,NA,NA,NA,NA
2,Ofi,349,15.0,NA,NA,20.7,NA,15.8,24.9,1,21.0,NA,NA,NA
2,Ofi,350,12.0,NA,NA,16.9,NA,NA,21.9,NA,21.1,24.8,NA,22.0
2,Ofi,351,9.9,NA,9.0,13.5,NA,13.5,15.5,7,NA,NA,NA,NA
2,Ofi,352,12.4,NA,NA,18.0,NA,14.3,23.3,NA,20.6,27.9,NA,21.7
2,Ofi,353,14.6,NA,10.5,21.8,NA,17.8,28.7,NA,21.6,31.2,NA,24.1
2,Ofi,354,9.9,NA,NA,10.5,NA,NA,15.0,7,NA,NA,NA,NA
2,Ofi,355,10.1,NA,NA,13.5,NA,13.3,17.0,7,NA,NA,NA,NA
2,Ofi,356,7.3,NA,NA,11.2,NA,12.0,14.2,NA,16.5,16.2,NA,16.5
2,Ofi,357,7.4,NA,8.5,8.0,4,NA,NA,NA,NA,NA,NA,NA
2,Ofi,358,10.2,NA,NA,14.0,NA,14.0,18.0,7,NA,NA,NA,NA
2,Ofi,359,13.2,NA,NA,17.6,NA,NA,19.5,7,NA,NA,NA,NA
2,Ofi,360,10.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Ofi,361,12.8,NA,NA,17.3,NA,NA,18.9,1,NA,NA,NA,NA
2,Ofi,362,10.0,NA,NA,14.4,NA,NA,18.0,NA,NA,20.9,NA,NA
2,Ofi,363,10.1,NA,NA,12.8,NA,NA,13.9,NA,NA,17.7,NA,NA
2,Ofi,364,9.0,NA,NA,11.1,NA,NA,11.3,1,NA,NA,NA,NA
2,Ofi,365,12.3,NA,NA,16.0,NA,NA,17.3,NA,NA,18.7,NA,19.2
2,Ofi,366,12.0,NA,NA,16.6,NA,NA,19.2,NA,NA,21.2,NA,NA
2,Ofi,367,10.5,NA,NA,10.8,5,NA,NA,NA,NA,NA,NA,NA
2,Ofi,368,14.0,NA,NA,18.1,NA,NA,21.0,NA,NA,22.5,NA,NA
2,Ofi,369,11.7,NA,NA,15.3,NA,NA,16.7,1,NA,NA,NA,NA
2,Ofi,370,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
